Дата;Клиент;ID клиента;Кампания;ID кампании;Запись;ID записи;Потрачено, руб.;Выполненные заявки;Переходы по ссылкам; Вступления; Охват; Охват подписчиков;Отметки «Нравится»;Поделилось;Комментарии
2024-02-02;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_5;4820569;197;1;2;0;1287;1268;6;0;0
2024-02-02;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_4;4820568;514;1;14;0;8966;8834;5;0;2
2024-02-02;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t20.1_k16 group_2;4820638;2571;1;10;0;3142;3057;9;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_64;4861006;171;1;1;0;321;308;3;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_60;4847773;1714;1;28;0;8960;7868;14;0;1
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_25;4820943;1200;1;1;0;1091;1025;2;1;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_58;4847792;171;1;0;0;698;540;0;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_55;4847779;685;1;9;0;3612;3460;12;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_53;4847787;685;1;7;0;3148;3001;6;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_49;4844539;342;1;1;0;0;0;2;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_48;4844495;426;1;5;0;3024;2977;3;2;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_47;4844534;257;1;2;0;1858;1736;0;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_41;4844500;308;1;8;0;7232;5979;9;2;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_44;4844505;240;1;1;0;2690;2655;3;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_36;4836987;857;1;12;0;4420;4388;5;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_32;4836993;428;1;8;0;6839;6717;4;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_28;4820936;497;1;5;0;3336;3184;2;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_43;4844480;1842;1;24;0;8841;8415;12;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_24;4820942;857;1;5;0;1926;1583;1;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_21;4820949;788;1;7;0;4093;3835;2;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_20;4820892;1028;1;11;0;4138;3862;7;1;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_9;4820604;617;1;5;0;3453;3327;3;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_8;4820603;377;1;4;0;4216;4200;4;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_14;4820886;514;1;34;0;2867;2445;13;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_3;4820597;857;1;25;0;4844;4836;7;0;0
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_2;4820611;2571;1;26;0;5997;5962;18;2;2
2024-02-03;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_1;4820575;514;1;12;0;2700;2650;4;1;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_67;4861011;1285;1;19;0;9329;8803;16;1;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_63;4860952;514;1;18;0;3817;3692;6;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_59;4847793;444;1;13;0;5226;5190;26;4;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_22;4820950;514;1;7;0;7081;6938;5;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_57;4847801;514;1;6;0;3973;3968;7;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_56;4847769;325;1;0;0;1713;1390;1;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_54;4847738;942;1;13;0;5168;4683;14;1;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_51;4847795;2228;1;24;0;2862;2830;12;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_27;4820945;171;1;5;0;2296;2191;0;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_45;4844557;857;1;5;0;3369;3320;7;1;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_42;4844477;428;1;3;0;8123;7976;14;1;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_40;4836980;375;1;1;0;1932;1834;2;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_37;4836988;291;1;7;0;2484;2409;8;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_30;4820938;255;1;2;0;1376;1352;1;0;1
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_28;4820956;497;1;12;0;5685;5343;0;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_23;4820918;908;1;2;0;3015;3007;2;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_18;4820856;788;1;6;0;3159;2740;6;2;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_11;4820883;771;1;27;0;5941;5929;13;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_12;4820850;840;1;28;0;8574;7576;12;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_6;4820600;274;1;6;0;2122;1697;3;0;0
2024-02-04;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k17 group_4;4820628;514;1;20;0;12129;12038;13;1;1
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_15;4820863;2914;1;40;0;16368;15685;16;1;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_66;4861010;1541;1;26;0;12501;12253;11;0;1
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_60;4847784;1714;1;22;0;9799;8866;15;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_25;4820953;1200;1;3;0;949;901;0;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_22;4820940;514;1;13;0;13757;13375;8;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_35;4837009;171;1;4;0;3662;3609;1;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_58;4847802;171;1;0;0;766;653;0;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_53;4847737;685;1;9;0;2975;2701;5;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_49;4844571;342;1;4;0;0;0;4;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_48;4844511;426;1;7;0;5521;5471;4;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_41;4844546;308;1;3;0;3753;2511;7;1;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_44;4844483;240;1;1;0;1763;1716;0;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_42;4844525;428;1;5;0;3107;2904;3;1;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_39;4836979;171;1;2;0;2710;2681;1;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_36;4837010;857;1;8;0;3422;3387;3;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_32;4837005;428;1;13;0;8361;8168;9;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_43;4844552;1842;1;23;0;10507;10372;15;1;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_21;4820939;788;1;10;0;4878;4693;7;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_20;4820858;1028;1;20;0;7943;7860;19;1;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_11;4820873;771;1;11;0;5407;5075;11;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_9;4820573;617;1;5;0;3808;3788;6;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_8;4820572;377;1;10;0;4207;3986;10;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k17 group_14;4820897;514;1;10;0;1609;1404;9;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_12;4820884;840;1;33;0;12367;11115;16;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_5;4820599;197;1;2;0;1856;1839;2;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_3;4820613;857;1;50;0;8587;8455;22;0;0
2024-02-05;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_1;4820593;514;1;5;0;1684;1584;3;2;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_64;4860954;171;1;2;0;549;532;6;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_59;4847803;444;1;4;0;2525;2419;13;4;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_35;4836973;171;1;0;0;3120;3100;1;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_57;4847770;514;1;8;0;4193;4102;5;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_56;4847800;325;1;1;0;2359;2194;3;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_55;4847789;685;1;5;0;2144;2048;10;1;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_54;4847788;942;1;3;0;2850;2685;3;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_51;4847785;2228;1;14;0;1507;1483;5;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_50;4844499;1714;1;11;0;1461;1431;6;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_48;4844537;426;1;6;0;4303;4303;4;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_41;4844475;308;1;6;0;6610;5526;11;1;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_27;4820922;171;1;5;0;3821;3797;3;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_45;4844507;857;1;6;0;5294;5214;5;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_40;4836991;375;1;2;0;3230;3194;6;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_39;4836990;171;1;3;0;5646;5607;0;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_30;4820948;255;1;1;0;1201;1162;2;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_23;4820931;908;1;3;0;2308;2215;0;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_18;4820869;788;1;3;0;3364;3006;3;0;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_6;4820582;274;1;2;0;2149;1724;1;1;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_4;4820580;514;1;10;0;8805;8786;6;1;0
2024-02-06;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_2;4820596;2571;1;29;0;5280;5046;13;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_15;4820853;2914;1;35;0;14186;13098;26;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_63;4861005;514;1;2;0;3095;3050;1;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_60;4847773;1714;1;9;0;7844;7174;12;0;1
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_59;4847772;444;1;12;0;5511;5388;26;4;2
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_25;4820920;1200;1;0;0;1530;1488;1;0;1
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_58;4847771;171;1;0;0;1217;1100;1;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_55;4847739;685;1;6;0;2436;2289;16;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_53;4847797;685;1;6;0;3250;3056;6;0;1
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_49;4844497;342;1;2;0;0;0;4;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_47;4844509;257;1;3;0;1786;1761;2;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_36;4836974;857;1;2;0;2091;2058;6;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_32;4832117;428;1;5;0;6321;6217;5;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_37;4836977;291;1;3;0;1178;1116;6;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_28;4820946;497;1;11;0;6277;5927;4;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_43;4844527;1842;1;11;0;7476;7425;10;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_21;4820916;788;1;3;0;1966;1770;2;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_20;4820871;1028;1;4;0;5776;5613;3;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_9;4820587;617;1;7;0;6014;6002;7;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_8;4820620;377;1;5;0;3430;3343;11;1;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t20.1_k16 group_14;4820908;514;1;11;0;2510;2265;7;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_5;4820616;197;1;0;0;1499;1471;6;1;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_4;4820598;514;1;27;0;15234;15234;15;0;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t20.1_k16 group_3;4820639;857;1;12;0;3561;3536;10;1;0
2024-02-07;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_1;4820607;514;1;3;0;1359;1270;2;0;1
2024-02-08;1906-274 Школа массажа;2003705404;Массаж лица;1345434;t7.1_k7 group_14;4875301;514;1;31;0;1817;1524;11;1;0
2024-02-08;1906-274 Школа массажа;2003705404;Массаж лица;1345434;t7.1_k7 group_1;4875249;514;1;24;0;2404;2368;3;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_67;4861034;1285;1;2;0;3059;2803;8;0;1
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_22;4820930;514;1;8;0;9208;9152;3;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_57;4847791;514;1;6;0;3861;3861;6;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_56;4847790;325;1;0;0;2108;1836;2;1;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_54;4847798;942;1;14;0;4813;4638;12;1;1
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_51;4847734;2228;1;11;0;1305;1300;8;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_27;4820955;171;1;6;0;2374;2307;1;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_45;4844487;857;1;5;0;3441;3399;6;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_42;4844503;428;1;4;0;7187;7102;3;1;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_40;4837016;375;1;3;0;2614;2373;3;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_37;4836999;291;1;3;0;1223;1207;8;0;1
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_30;4820948;255;1;3;0;1715;1707;6;0;1
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_28;4820936;497;1;4;0;4016;3555;0;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_23;4820941;908;1;0;0;1438;1396;2;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_18;4820890;788;1;8;0;4581;4106;7;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_11;4820859;771;1;5;0;4196;4041;7;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_14;4820876;514;1;16;0;1721;1461;13;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_12;4820860;840;1;8;0;9812;8672;10;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_6;4820617;274;1;0;0;2073;1711;1;0;0
2024-02-08;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_2;4820566;2571;1;12;0;3999;3831;16;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_10;4820605;514;1;2;0;3829;3758;0;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t17_k18 group_7;4820584;857;1;3;0;2224;2173;36;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_15;4820887;2914;1;35;0;12593;11878;17;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_66;4861030;1541;1;19;0;11495;11293;9;0;1
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_64;4861006;171;1;1;0;339;325;4;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_63;4861024;514;1;5;0;1961;1906;4;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_60;4847794;1714;1;11;0;7097;6401;5;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_59;4847793;444;1;2;0;3865;3863;12;2;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_25;4820943;1200;1;3;0;1019;937;1;0;2
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k2 group_35;4837009;171;1;8;0;2462;2396;1;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_58;4847792;171;1;0;0;874;756;0;0;0
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k4 group_54;4847738;942;1;12;0;4899;4667;13;1;1
2024-02-09;1906-274 Школа массажа;2003705404;ШВЗ;1340506;t9_k1 group_53;4847787;685;1;5;0;3714;3550;3;0;0
